Rank,Ticker,Name,Sector,Industry,Index,AI_Score,Technical,Fundamental,Sentiment,RSI_Sentiment,Analyst_Sentiment,Upside_Sentiment,News_Sentiment,Sentiment_Source,Risk,RSI,MACD_Hist,Above_SMA50,Above_SMA200,Golden_Cross,Short_Interest,Insider_Buying,MarketCap
538,WELL,Welltower,Real Estate,REIT - Healthcare Facilities,SP500,6.28,5.16,6.96,4.49,1.97,8.5,8.06,,rsi+analyst+upside,7.69,37.88,-1.5785,0,1,0,,False,145771331584.0
539,BLK,BlackRock,Financial Services,Asset Management,SP500,6.27,3.75,8.6,3.8,0.39,8.53,9.3,,rsi+analyst+upside,5.99,31.56,-8.8097,0,0,0,,False,161863286784.0
540,ADSK,Autodesk,Technology,Software - Application,SP500,6.27,3.63,8.01,4.87,1.75,9.09,10.0,,rsi+analyst+upside,7.23,37.02,-1.4152,0,0,0,,False,46799290368.0
541,PAG,Penske Automotive Group,Consumer Cyclical,Auto & Truck Dealerships,Russell1000,6.26,7.88,4.47,8.74,10.0,7.5,6.18,,rsi+analyst+upside,6.73,76.54,0.4852,1,1,0,,False,11584361472.0
542,ICE,Intercontinental Exchange,Financial Services,Financial Data & Stock Exchanges,SP500,6.26,3.21,8.76,3.75,0.0,8.75,10.0,,rsi+analyst+upside,6.49,18.77,-1.0069,0,0,0,,False,80331055104.0
543,REGN,Regeneron Pharmaceuticals,Healthcare,Biotechnology,SP500,6.26,5.54,7.13,5.63,3.31,8.19,10.0,,rsi+analyst+upside,5.52,43.26,1.2737,0,0,0,,False,64467615744.0
544,MCD,McDonald's,Consumer Cyclical,Restaurants,SP500,6.26,5.85,6.57,5.5,4.0,7.28,8.21,,rsi+analyst+upside,6.67,45.99,0.9943,0,0,0,,False,202391158784.0
545,PFGC,Performance Food Group,Consumer Defensive,Food Distribution,Russell1000,6.25,6.53,5.0,6.44,5.85,,8.77,,rsi+upside,9.32,53.41,-0.1205,1,1,0,,False,15565248512.0
546,ABT,Abbott Laboratories,Healthcare,Medical Devices,SP500,6.24,5.72,5.88,8.14,7.48,8.33,9.93,,rsi+analyst+upside,7.11,59.94,0.977,0,0,0,,False,159846187008.0
547,MSA,MSA Safety,Industrials,Security & Protection Services,Russell1000,6.24,3.8,7.81,3.81,0.67,7.14,9.9,,rsi+analyst+upside,8.04,32.69,-1.0231,0,0,0,,False,6177426432.0
548,CCI,Crown Castle,Real Estate,REIT - Specialty,SP500,6.24,8.1,3.95,6.49,6.37,7.02,6.32,,rsi+analyst+upside,9.19,55.49,0.0336,1,1,0,,False,40790802432.0
549,KMI,Kinder Morgan,Energy,Oil & Gas Midstream,SP500,6.24,4.94,8.07,2.87,0.0,7.17,7.15,,rsi+analyst+upside,5.61,29.15,-0.1701,0,1,0,,False,69548056576.0
550,ACM,AECOM,Industrials,Engineering & Construction,Russell1000,6.24,4.97,5.99,6.43,4.43,8.85,10.0,,rsi+analyst+upside,9.41,47.72,0.4727,0,0,0,,False,9030021120.0
551,LAMR,Lamar Advertising,Real Estate,REIT - Specialty,Russell1000,6.24,6.81,5.15,6.53,6.77,6.67,5.66,,rsi+analyst+upside,8.15,57.09,-0.7748,1,1,0,,False,15179154432.0
552,RAL,Ralliant,Technology,Electronic Components,Russell1000,6.23,6.67,4.84,7.24,7.86,6.88,5.74,,rsi+analyst+upside,8.85,61.45,-0.494,1,1,0,,False,6859823104.0
553,EXP,Eagle Materials,Basic Materials,Building Materials,Russell1000,6.23,7.18,5.17,7.2,8.05,5.5,6.35,,rsi+analyst+upside,6.86,62.21,0.0453,1,0,0,,False,6538260480.0
554,VNT,Vontier,Technology,Scientific & Technical Instruments,Russell1000,6.22,5.56,5.61,7.32,6.37,7.5,10.0,,rsi+analyst+upside,8.62,55.49,0.2182,0,0,0,,False,3994496000.0
555,AEE,Ameren,Utilities,Utilities - Regulated Electric,SP500,6.21,5.69,6.25,5.86,4.84,7.79,6.98,,rsi+analyst+upside,7.39,49.37,-0.098,0,1,0,,False,29988804608.0
556,G,Genpact,Technology,Information Technology Services,Russell1000,6.2,5.58,5.99,7.34,6.61,6.88,10.0,,rsi+analyst+upside,7.31,56.46,0.2612,0,0,0,,False,5500486656.0
557,CELH,Celsius Holdings,Consumer Defensive,Beverages - Non-Alcoholic,Russell1000,6.19,3.3,7.24,5.89,3.65,8.52,10.0,,rsi+analyst+upside,8.97,44.58,-0.0846,0,0,0,,False,7165599232.0
558,EPAM,EPAM Systems,Technology,Information Technology Services,Russell1000,6.19,4.52,7.03,5.62,3.53,7.5,10.0,,rsi+analyst+upside,7.42,44.11,0.6565,0,0,0,,False,4917248000.0
559,SEB,Seaboard Corporation,Industrials,Conglomerates,Russell1000,6.19,7.37,5.35,8.96,8.96,,,,rsi_only,4.53,65.86,58.9098,0,1,0,,False,4728657920.0
560,CPB,Campbell's Company (The),Consumer Defensive,Packaged Foods,SP500,6.19,7.06,4.63,7.51,9.29,4.25,5.44,,rsi+analyst+upside,8.28,67.16,0.1648,1,0,0,,False,6559046656.0
561,RNG,RingCentral,Technology,Software - Application,Russell1000,6.19,5.43,5.84,5.48,5.14,,6.85,,rsi+upside,9.28,50.54,-0.2815,0,1,0,,False,3199624960.0
562,MA,Mastercard,Financial Services,Credit Services,SP500,6.19,3.88,7.72,4.67,1.38,9.23,10.0,,rsi+analyst+upside,7.24,35.5,-0.7264,0,0,0,,False,435986792448.0
563,ISRG,Intuitive Surgical,Healthcare,Medical Instruments & Supplies,SP500,6.19,5.22,7.03,4.78,2.08,7.65,10.0,,rsi+analyst+upside,6.57,38.32,0.0227,0,0,0,,False,150345678848.0
564,PRI,Primerica,Financial Services,Insurance - Life,Russell1000,6.19,5.15,7.25,2.16,0.88,,7.25,,rsi+upside,7.79,33.53,-1.6649,0,1,0,,False,8469264384.0
565,ZTS,Zoetis,Healthcare,Drug Manufacturers - Specialty & Generic,SP500,6.17,4.96,6.06,7.14,6.11,7.38,10.0,,rsi+analyst+upside,8.26,54.45,1.4633,0,0,0,,False,34326398976.0
566,MCHP,Microchip Technology,Technology,Semiconductors,SP500,6.17,6.78,5.71,6.3,4.69,8.46,8.99,,rsi+analyst+upside,6.25,48.75,-1.1432,1,1,0,,False,47152766976.0
567,SW,Smurfit Westrock,Consumer Cyclical,Packaging & Containers,SP500,6.17,8.04,3.57,9.1,8.78,9.17,10.0,,rsi+analyst+upside,8.29,65.13,0.272,1,1,0,,False,21051987968.0
568,AVY,Avery Dennison,Consumer Cyclical,Packaging & Containers,SP500,6.16,4.09,6.8,5.83,3.5,8.64,10.0,,rsi+analyst+upside,8.56,43.99,-0.0594,0,0,0,,False,12030407680.0
569,CMI,Cummins,Industrials,Specialty Industrial Machinery,SP500,6.15,6.82,4.96,5.63,4.82,7.39,6.3,,rsi+analyst+upside,8.73,49.27,-2.3004,1,1,0,,False,89263751168.0
570,ACHC,Acadia Healthcare,Healthcare,Medical Care Facilities,Russell1000,6.15,7.01,4.85,5.97,5.01,7.5,7.33,,rsi+analyst+upside,8.46,50.06,0.1467,0,1,0,,False,2336882176.0
571,SMG,Scotts Miracle-Gro Company,Basic Materials,Agricultural Inputs,Russell1000,6.15,5.96,6.32,6.8,5.59,7.81,9.43,,rsi+analyst+upside,5.61,52.36,0.011,0,0,0,,False,3482479872.0
572,DE,Deere & Company,Industrials,Farm & Heavy Construction Machinery,SP500,6.15,8.14,3.72,6.42,5.95,7.19,7.05,,rsi+analyst+upside,9.26,53.79,5.0816,1,1,0,,False,154155876352.0
573,H,Hyatt Hotels,Consumer Cyclical,Lodging,Russell1000,6.14,8.36,4.31,8.52,10.0,7.61,4.97,,rsi+analyst+upside,5.61,77.12,1.3136,1,1,0,,False,18355863552.0
574,JAZZ,Jazz Pharmaceuticals,Healthcare,Biotechnology,Russell1000,6.14,7.06,5.39,6.37,5.64,8.42,6.52,,rsi+analyst+upside,6.38,52.57,-1.5151,1,1,0,,False,14471630848.0
575,GXO,GXO Logistics,Industrials,Integrated Freight & Logistics,Russell1000,6.14,5.79,5.95,8.05,7.02,9.17,10.0,,rsi+analyst+upside,6.11,58.09,0.2858,0,0,0,,False,5745526272.0
576,LYFT,Lyft,Technology,Software - Application,Russell1000,6.13,6.3,6.04,7.57,6.96,,10.0,,rsi+upside,5.12,57.83,0.0343,1,0,0,,False,5211142656.0
577,LLYVK,Liberty Live (Series C),Communication Services,Entertainment,Russell1000,6.13,5.0,7.23,1.29,1.29,,,,rsi_only,8.36,35.16,-0.7978,0,1,0,,False,8508570112.0
578,RGLD,Royal Gold,Basic Materials,Gold,Russell1000,6.13,3.54,8.52,4.13,0.91,7.92,10.0,,rsi+analyst+upside,5.49,33.62,-0.9043,0,0,0,,False,17151540224.0
579,BIO,Bio-Rad Laboratories,Healthcare,Medical Devices,Russell1000,6.13,7.1,4.49,6.35,6.61,,5.33,,rsi+upside,8.96,56.44,0.5119,1,0,0,,False,7791104000.0
580,MKSI,MKS Instruments,Technology,Scientific & Technical Instruments,Russell1000,6.13,6.83,6.04,7.16,6.71,8.12,7.55,,rsi+analyst+upside,4.32,56.83,-2.8084,1,1,0,,False,20508086272.0
581,COST,Costco,Consumer Defensive,Discount Stores,SP500,6.12,4.61,7.64,2.88,0.0,7.57,6.84,,rsi+analyst+upside,6.76,24.21,-6.3559,0,1,0,,False,434673549312.0
582,CARR,Carrier Global,Industrials,Building Products & Equipment,SP500,6.12,8.03,4.16,7.24,7.12,7.6,7.22,,rsi+analyst+upside,7.47,58.49,0.2416,1,1,0,,False,57339121664.0
583,AWK,American Water Works,Utilities,Utilities - Regulated Water,SP500,6.12,5.72,6.25,4.66,3.51,5.96,6.8,,rsi+analyst+upside,7.47,44.05,0.2389,0,0,0,,False,24675647488.0
584,IONS,Ionis Pharmaceuticals,Healthcare,Biotechnology,Russell1000,6.12,4.61,6.78,7.21,5.95,8.17,10.0,,rsi+analyst+upside,6.47,53.82,-0.2137,0,0,0,,False,12201334784.0
585,GILD,Gilead Sciences,Healthcare,Drug Manufacturers - General,SP500,6.12,5.56,6.5,5.85,4.0,8.39,8.87,,rsi+analyst+upside,6.25,46.0,-0.2959,0,1,0,,False,155494219776.0
586,RLI,RLI Corp.,Financial Services,Insurance - Property & Casualty,Russell1000,6.11,6.85,5.45,7.03,7.08,,6.8,,rsi+upside,5.99,58.33,0.4609,1,0,0,,False,4881925120.0
587,MMM,3M,Industrials,Conglomerates,SP500,6.11,7.11,4.38,6.61,6.32,7.08,6.99,,rsi+analyst+upside,9.0,55.27,0.2564,1,0,0,,False,81427079168.0
588,WRB,W. R. Berkley Corporation,Financial Services,Insurance - Property & Casualty,SP500,6.11,6.83,6.3,3.69,2.94,4.44,5.16,,rsi+analyst+upside,5.73,41.77,0.1302,1,0,0,,False,25195689984.0
589,EHC,Encompass Health,Healthcare,Medical Care Facilities,Russell1000,6.11,4.04,7.39,5.35,2.31,9.81,10.0,,rsi+analyst+upside,6.9,39.23,-0.4791,0,0,0,,False,10342496256.0
590,STX,Seagate Technology,Technology,Computer Hardware,SP500,6.1,6.7,6.31,8.62,10.0,8.65,4.43,,rsi+analyst+upside,2.58,70.04,-6.3042,1,1,0,,False,185454329856.0
591,COF,Capital One,Financial Services,Credit Services,SP500,6.1,3.95,6.7,5.48,2.95,8.59,10.0,,rsi+analyst+upside,8.99,41.78,-0.4522,0,0,0,,False,112933691392.0
592,LAD,Lithia Motors,Consumer Cyclical,Auto & Truck Dealerships,Russell1000,6.09,6.9,4.59,9.55,10.0,8.28,9.47,,rsi+analyst+upside,6.63,70.68,0.8578,1,0,0,,False,6844254208.0
593,RMD,ResMed,Healthcare,Medical Instruments & Supplies,SP500,6.09,3.53,7.51,4.78,2.18,7.37,10.0,,rsi+analyst+upside,7.78,38.74,-0.1848,0,0,0,,False,28204763136.0
594,CPNG,Coupang,Consumer Cyclical,Internet Retail,Russell1000,6.09,5.19,5.8,5.86,3.83,7.79,10.0,,rsi+analyst+upside,8.92,45.32,0.0551,0,0,0,,False,28586397696.0
595,COLD,Americold,Real Estate,REIT - Industrial,Russell1000,6.09,6.6,4.61,5.44,5.0,5.88,6.33,,rsi+analyst+upside,9.94,50.0,-0.1376,1,1,0,,False,4259951616.0
596,HUBS,HubSpot,Technology,Software - Application,Russell1000,6.09,4.61,6.01,6.59,4.97,8.07,10.0,,rsi+analyst+upside,9.0,49.86,1.5877,0,0,0,,False,9821961216.0
597,OVV,Ovintiv,Energy,Oil & Gas E&P,Russell1000,6.08,5.24,6.56,5.27,3.05,8.44,8.75,,rsi+analyst+upside,6.85,42.18,-0.0831,0,1,0,,False,15597937664.0
598,ETSY,Etsy,Consumer Cyclical,Internet Retail,Russell1000,6.08,7.91,5.33,8.38,10.0,6.08,5.84,,rsi+analyst+upside,3.12,75.61,0.3982,1,1,0,,False,6367537152.0
599,VRSN,Verisign,Technology,Software - Infrastructure,SP500,6.08,6.2,6.41,3.14,0.82,6.88,6.34,,rsi+analyst+upside,6.77,33.3,-2.5936,1,1,0,,False,25934088192.0
600,DT,Dynatrace,Technology,Software - Application,Russell1000,6.08,6.72,4.84,6.85,6.8,8.11,5.77,,rsi+analyst+upside,7.98,57.19,0.082,1,0,0,,False,11753759744.0
601,CMS,CMS Energy,Utilities,Utilities - Regulated Electric,SP500,6.08,4.64,7.19,5.09,3.82,6.88,7.09,,rsi+analyst+upside,6.29,45.29,-0.123,0,0,0,,False,22424473600.0
602,MELI,Mercado Libre,Consumer Cyclical,Internet Retail,NDX100,6.07,3.86,6.67,7.32,5.98,8.65,10.0,,rsi+analyst+upside,7.87,53.91,-0.2313,0,0,0,,False,82127151104.0
603,CSL,Carlisle Companies,Industrials,Building Products & Equipment,Russell1000,6.07,7.0,4.42,6.53,6.02,,8.55,,rsi+upside,8.88,54.08,0.6613,0,0,1,,False,13956809728.0
604,MCO,Moody's Corporation,Financial Services,Financial Data & Stock Exchanges,SP500,6.07,4.44,6.36,6.34,5.07,8.04,8.46,,rsi+analyst+upside,8.28,50.26,-0.0771,0,0,0,,False,78480375808.0
605,DOCU,DocuSign,Technology,Software - Application,Russell1000,6.07,3.73,6.94,5.15,3.42,5.68,9.79,,rsi+analyst+upside,8.78,43.67,-0.3869,0,0,0,,False,8372920832.0
606,O,Realty Income,Real Estate,REIT - Retail,SP500,6.07,5.34,6.53,4.0,2.17,6.25,7.26,,rsi+analyst+upside,7.54,38.66,-0.1185,0,1,0,,False,57129156608.0
607,DAR,Darling Ingredients,Consumer Defensive,Packaged Foods,Russell1000,6.06,5.0,6.6,3.23,1.54,,10.0,,rsi+upside,8.47,36.15,-0.1308,0,1,0,,False,9131966464.0
608,BRKR,Bruker,Healthcare,Medical Devices,Russell1000,6.06,8.02,4.23,8.19,10.0,7.31,3.66,,rsi+analyst+upside,6.23,72.61,0.6653,1,1,0,,False,8483534336.0
609,BIIB,Biogen,Healthcare,Drug Manufacturers - General,SP500,6.06,6.85,5.62,6.12,5.26,7.5,7.32,,rsi+analyst+upside,5.78,51.04,-0.3094,1,1,0,,False,28925802496.0
610,TREX,"Trex Company, Inc.",Industrials,Building Products & Equipment,Russell1000,6.05,6.82,5.09,8.05,8.55,7.25,7.34,,rsi+analyst+upside,6.04,64.22,0.1371,1,0,0,,False,4476996096.0
611,ATI,ATI Inc.,Industrials,Metal Fabrication,Russell1000,6.05,7.13,4.73,8.93,10.0,9.72,4.92,,rsi+analyst+upside,5.95,89.35,1.3959,1,1,0,,False,24463689728.0
612,AN,AutoNation,Consumer Cyclical,Auto & Truck Dealerships,Russell1000,6.05,5.99,5.08,7.39,6.37,7.86,10.0,,rsi+analyst+upside,8.17,55.47,0.0156,0,0,0,,False,6458068480.0
613,MRSH,Marsh McLennan,Financial Services,Insurance Brokers,SP500,6.05,5.46,6.16,5.24,3.53,6.52,9.07,,rsi+analyst+upside,7.47,44.12,0.5011,0,0,0,,False,80014016512.0
614,CSGP,CoStar Group,Real Estate,Real Estate Services,SP500,6.04,4.8,5.89,6.87,5.41,8.1,10.0,,rsi+analyst+upside,8.44,51.65,0.3225,0,0,0,,False,13875927040.0
615,ST,Sensata Technologies,Technology,Scientific & Technical Instruments,Russell1000,6.04,6.85,4.73,6.65,6.88,7.31,5.28,,rsi+analyst+upside,7.95,57.54,-0.1796,1,1,0,,False,7032366592.0
616,NCLH,Norwegian Cruise Line Holdings,Consumer Cyclical,Travel Services,SP500,6.04,6.27,6.31,8.89,10.0,7.3,7.16,,rsi+analyst+upside,2.84,76.15,0.3189,1,0,0,,False,8571586560.0
617,AMP,Ameriprise Financial,Financial Services,Asset Management,SP500,6.04,3.91,7.64,2.76,1.35,,8.39,,rsi+upside,7.71,35.38,-0.3181,0,0,0,,False,39877447680.0
618,VFC,VF Corporation,Consumer Cyclical,Apparel Manufacturing,Russell1000,6.03,5.66,5.23,5.48,4.2,6.2,8.6,,rsi+analyst+upside,9.55,46.79,0.0089,0,0,0,,False,6615031296.0
619,F,Ford Motor Company,Consumer Cyclical,Auto Manufacturers,SP500,6.03,6.34,6.09,7.0,8.49,5.5,4.0,,rsi+analyst+upside,4.61,63.97,-0.0701,1,1,0,,False,58574983168.0
620,RH,RH,Consumer Cyclical,Specialty Retail,Russell1000,6.03,6.19,6.21,9.24,10.0,,6.2,,rsi+upside,3.04,74.46,1.1569,1,0,0,,False,2713205248.0
621,TTEK,Tetra Tech,Industrials,Engineering & Construction,Russell1000,6.03,5.47,5.09,7.01,5.85,7.5,10.0,,rsi+analyst+upside,9.3,53.4,0.1647,0,0,0,,False,7218679808.0
622,MTCH,Match Group,Communication Services,Internet Content & Information,Russell1000,6.03,5.15,6.71,4.02,1.75,6.5,8.35,,rsi+analyst+upside,7.11,37.02,-0.2897,0,1,0,,False,7982381056.0
623,LBTYA,Liberty Global (Series A),Communication Services,Telecom Services,Russell1000,6.03,5.54,5.77,5.51,3.81,6.25,9.87,,rsi+analyst+upside,8.16,45.24,-0.0361,0,1,0,,False,3982787840.0
624,ESAB,ESAB,Industrials,Metal Fabrication,Russell1000,6.02,4.11,6.04,6.85,4.93,9.44,10.0,,rsi+analyst+upside,9.22,49.73,-0.0496,0,0,0,,False,5277227008.0
625,LLYVA,Liberty Live (Series A),Communication Services,Entertainment,Russell1000,6.02,4.74,7.23,1.03,1.03,,,,rsi_only,8.25,34.12,-0.8307,0,1,0,,False,8233476608.0
626,ALL,Allstate,Financial Services,Insurance - Property & Casualty,SP500,6.02,8.13,5.0,5.08,3.75,7.1,7.06,,rsi+analyst+upside,5.46,45.0,0.3193,1,1,0,,False,56413794304.0
627,XEL,Xcel Energy,Utilities,Utilities - Regulated Electric,SP500,6.02,5.98,5.75,6.12,4.56,8.95,7.96,,rsi+analyst+upside,6.86,48.23,-0.1827,0,1,0,,False,48973946880.0
628,BDX,Becton Dickinson,Healthcare,Medical Instruments & Supplies,SP500,6.01,5.87,5.96,8.91,9.69,7.0,8.47,,rsi+analyst+upside,4.51,68.76,0.8165,0,0,0,,False,41333817344.0
629,FCN,FTI Consulting,Industrials,Consulting Services,Russell1000,6.0,5.87,6.44,8.29,8.29,,,,rsi_only,3.44,63.17,1.5122,0,0,0,,False,4842640384.0
630,PLTR,Palantir Technologies,Technology,Software - Infrastructure,SP500,5.99,3.98,6.74,6.71,5.27,7.74,10.0,,rsi+analyst+upside,7.32,51.08,-0.2124,0,0,0,,False,308342259712.0
631,NEE,NextEra Energy,Utilities,Utilities - Regulated Electric,SP500,5.99,4.0,7.37,4.14,1.78,7.5,7.88,,rsi+analyst+upside,7.07,37.1,-0.306,0,0,0,,False,176974053376.0
632,STT,State Street Corporation,Financial Services,Asset Management,SP500,5.98,8.37,3.93,7.77,8.86,7.34,4.9,,rsi+analyst+upside,6.2,65.44,0.172,1,1,0,,False,44327010304.0
633,ALK,Alaska Air Group,Industrials,Airlines,Russell1000,5.98,6.56,4.59,8.81,8.43,8.75,10.0,,rsi+analyst+upside,7.09,63.72,0.0157,1,0,0,,False,4805374464.0
634,LOW,Lowe's,Consumer Cyclical,Home Improvement Retail,SP500,5.98,3.63,7.24,4.41,1.53,8.0,9.47,,rsi+analyst+upside,7.9,36.13,-0.0425,0,0,0,,False,120964136960.0
635,LNG,Cheniere Energy,Energy,Oil & Gas Midstream,Russell1000,5.98,6.41,6.66,4.91,1.95,9.02,9.65,,rsi+analyst+upside,3.78,37.8,1.0563,0,1,0,,False,49292886016.0
636,RYAN,Ryan Specialty,Financial Services,Insurance - Specialty,Russell1000,5.98,4.86,6.6,4.87,2.36,7.24,10.0,,rsi+analyst+upside,7.12,39.46,0.0545,0,0,0,,False,8808912896.0
637,UPS,United Parcel Service,Industrials,Integrated Freight & Logistics,SP500,5.97,7.51,4.14,8.55,10.0,6.96,5.8,,rsi+analyst+upside,6.64,81.78,0.8063,1,1,0,,False,90627842048.0
638,GNRC,Generac,Industrials,Specialty Industrial Machinery,SP500,5.97,6.75,5.69,6.7,6.59,7.88,5.86,,rsi+analyst+upside,4.81,56.35,-2.0989,1,1,0,,False,14963240960.0
639,FLO,Flowers Foods,Consumer Defensive,Packaged Foods,Russell1000,5.96,4.98,6.29,6.28,5.88,5.42,8.36,,rsi+analyst+upside,6.69,53.51,0.0209,0,0,0,,False,1651427328.0
640,BWXT,BWX Technologies,Industrials,Aerospace & Defense,Russell1000,5.95,3.77,7.45,4.03,0.99,7.67,9.52,,rsi+analyst+upside,7.07,33.97,-1.0088,0,0,0,,False,16702725120.0
641,R,Ryder,Industrials,Rental & Leasing Services,Russell1000,5.95,7.1,4.68,8.55,10.0,8.33,4.42,,rsi+analyst+upside,5.74,91.7,2.3217,1,1,0,,False,10458181632.0
642,CNH,CNH Industrial,Industrials,Farm & Heavy Construction Machinery,Russell1000,5.95,7.88,3.63,6.86,6.04,7.11,9.1,,rsi+analyst+upside,8.43,54.15,0.0635,1,1,0,,False,13019481088.0
643,BAX,Baxter International,Healthcare,Medical Instruments & Supplies,SP500,5.94,6.41,4.98,8.23,9.61,5.36,6.99,,rsi+analyst+upside,6.37,68.43,0.043,1,0,0,,False,10037574656.0
644,NEU,NewMarket,Basic Materials,Specialty Chemicals,Russell1000,5.93,7.64,4.22,10.0,10.0,,,,rsi_only,4.94,79.53,3.4806,1,1,0,,False,7421329920.0
645,IT,Gartner,Technology,Information Technology Services,SP500,5.93,5.73,4.94,6.07,6.16,,5.69,,rsi+upside,9.2,54.65,0.3239,1,0,0,,False,10483995648.0
646,RHI,Robert Half,Industrials,Staffing & Employment Services,Russell1000,5.93,7.43,4.03,8.83,10.0,,4.14,,rsi+upside,6.7,74.05,0.424,1,1,0,,False,3128649472.0
647,ENTG,Entegris,Technology,Semiconductor Equipment & Materials,Russell1000,5.93,5.58,5.37,6.8,6.15,7.05,8.5,,rsi+analyst+upside,7.73,54.58,-0.7148,0,1,0,,False,19246151680.0
648,MAA,Mid-America Apartment Communities,Real Estate,REIT - Residential,SP500,5.93,8.06,3.92,8.36,10.0,6.4,5.4,,rsi+analyst+upside,6.06,76.55,0.7685,1,1,0,,False,16621006848.0
649,MGM,MGM Resorts,Consumer Cyclical,Resorts & Casinos,SP500,5.92,7.68,4.28,8.18,10.0,6.48,4.42,,rsi+analyst+upside,5.79,76.53,0.8062,1,1,0,,False,11891964928.0
650,THG,Hanover Insurance,Financial Services,Insurance - Property & Casualty,Russell1000,5.92,6.52,6.14,3.88,2.15,6.56,6.35,,rsi+analyst+upside,5.45,38.61,-0.6444,1,1,0,,False,6793559552.0
651,ABBV,AbbVie,Healthcare,Drug Manufacturers - General,SP500,5.92,8.28,4.1,8.55,9.12,8.12,7.28,,rsi+analyst+upside,4.9,66.47,1.1464,1,1,0,,False,400982474752.0
652,ALNY,Alnylam Pharmaceuticals,Healthcare,Biotechnology,NDX100,5.92,5.8,5.7,7.19,5.96,8.08,10.0,,rsi+analyst+upside,5.95,53.84,0.9502,0,0,0,,False,39592488960.0
653,CRL,Charles River Laboratories,Healthcare,Diagnostics & Research,SP500,5.92,7.57,4.39,9.11,10.0,8.24,7.31,,rsi+analyst+upside,5.08,76.7,2.6545,1,1,0,,False,8926443520.0
654,U,Unity Technologies,Technology,Software - Application,Russell1000,5.92,6.28,5.97,7.46,6.93,7.88,8.62,,rsi+analyst+upside,4.0,57.73,0.0033,1,0,0,,False,11865021440.0
655,TYL,Tyler Technologies,Technology,Software - Application,SP500,5.91,4.77,6.0,5.42,2.9,8.41,10.0,,rsi+analyst+upside,8.23,41.58,0.3646,0,0,0,,False,12390918144.0
656,SNPS,Synopsys,Technology,Software - Infrastructure,SP500,5.9,5.97,5.21,5.24,3.35,8.1,8.06,,rsi+analyst+upside,8.27,43.4,-6.1795,1,1,0,,False,87492648960.0
657,QSR,Restaurant Brands International,Consumer Cyclical,Restaurants,Russell1000,5.9,4.94,7.19,3.32,0.14,7.84,8.36,,rsi+analyst+upside,5.66,30.55,-0.3851,0,1,0,,False,33107243008.0
658,LYV,Live Nation Entertainment,Communication Services,Entertainment,SP500,5.9,4.99,6.39,3.73,0.79,8.65,7.64,,rsi+analyst+upside,7.7,33.18,-1.1782,0,1,0,,False,36976902144.0
659,AS,Amer Sports,Consumer Cyclical,Leisure,Russell1000,5.9,4.35,7.08,7.59,6.2,9.38,10.0,,rsi+analyst+upside,4.33,54.8,-0.1445,0,0,0,,False,20165951488.0
660,EQT,EQT Corporation,Energy,Oil & Gas E&P,SP500,5.89,3.72,7.78,3.9,0.36,8.44,10.0,,rsi+analyst+upside,5.86,31.42,-0.2277,0,0,0,,False,32868870144.0
661,ROKU,"Roku, Inc.",Communication Services,Entertainment,Russell1000,5.89,7.19,5.32,6.23,4.78,8.79,8.03,,rsi+analyst+upside,4.78,49.11,-1.2696,1,1,0,,False,17619863552.0
662,DG,Dollar General,Consumer Defensive,Discount Stores,SP500,5.88,5.58,5.91,6.23,5.3,6.45,8.81,,rsi+analyst+upside,6.16,51.21,0.5611,0,0,0,,False,24088059904.0
663,NRG,NRG Energy,Utilities,Utilities - Independent Power Producers,SP500,5.88,5.57,4.88,7.12,5.69,8.53,10.0,,rsi+analyst+upside,8.64,52.78,0.1648,0,0,0,,False,26803720192.0
664,GM,General Motors,Consumer Cyclical,Auto Manufacturers,SP500,5.88,7.86,3.96,8.99,10.0,7.78,7.2,,rsi+analyst+upside,5.64,78.62,0.4105,1,1,0,,False,74270162944.0
665,CXT,Crane NXT,Industrials,Specialty Industrial Machinery,Russell1000,5.88,3.54,6.71,5.88,3.56,8.75,10.0,,rsi+analyst+upside,8.06,44.23,-0.1813,0,0,0,,False,2104324352.0
666,BEPC,Brookfield Renewable Partners,Utilities,Utilities - Renewable,Russell1000,5.87,7.44,3.84,7.87,9.29,5.42,6.05,,rsi+analyst+upside,7.53,67.16,0.2006,0,1,0,,False,6977007616.0
667,SYK,Stryker Corporation,Healthcare,Medical Devices,SP500,5.87,5.28,5.7,5.19,2.65,8.12,9.89,,rsi+analyst+upside,7.99,40.62,0.3119,0,0,0,,False,119631560704.0
668,ATR,AptarGroup,Healthcare,Medical Instruments & Supplies,Russell1000,5.87,5.08,6.84,4.44,1.32,8.21,10.0,,rsi+analyst+upside,5.53,35.29,0.0282,0,0,0,,False,7359120384.0
669,FLS,Flowserve,Industrials,Specialty Industrial Machinery,Russell1000,5.87,6.66,4.38,9.36,10.0,8.41,8.37,,rsi+analyst+upside,6.45,73.22,0.7655,0,1,0,,False,9404680192.0
670,RVMD,Revolution Medicines,Healthcare,Biotechnology,Russell1000,5.86,6.77,4.36,7.31,5.99,9.32,9.25,,rsi+analyst+upside,7.57,53.96,-1.4518,1,1,0,,False,31217664000.0
671,BMRN,BioMarin Pharmaceutical,Healthcare,Biotechnology,Russell1000,5.86,8.12,4.07,9.41,9.6,8.27,10.0,,rsi+analyst+upside,4.36,68.4,0.5231,1,1,0,,False,11057802240.0
